state_district,election,name,party,incumbent_challenger_open,receipts,from_individuals,from_committees,from_candidate,disbursements,cash_on_hand,debts,district,election_year,total_pop,male_pop_percent,female_pop_percent,under_five_percent,five_to_nine_percent,ten_to_fourteen_percent,fifteen_nineteen_percent,twenty_to_twentyfour_percent,twentyfive_to_thirtyfour_percent,thirtyfive_to_fortyfour_percent,fortyfive_to_fiftyfour_percent,fiftyfive_to_fiftynine_percent,sixty_to_sixtyfour_percent,sixtyfive_to_seventyfour_percent,seventyfive_to_eightyfour_percent,over_eightyfive_percent,median_age,eighteen_and_over_percent,twentyone_and_over_percent,sixtytwo_and_over_percent,sixtyfive_and_over_percent,eighteen_and_over_male_percent,eighteen_and_over_female_percent,sixtyfive_and_over_male_percent,sixtyfive_and_over_female_percent,white_pop_percent,black_pop_percent,american_indian_alaska_native_pop_percent,asian_pop_percent,native_hawaiian_pacific_islander_pop_percent,other_race_pop_percent,hispanic_pop_percent,total_housing_units,last_name,first_name,prefix,first_last_name,district_from_length,candidate_name,spent,won,lost,incumbent,challenger,open_seat,election_year_from_length,party_from_length,year,Last_name,firstlast_name
OH12,2018,O'BRIEN CAROL,Republican Party,Open,235592.19,144092.19,11500,80000,203456.07,32136.12,80000,OH12,2018,780529,49.6,50.4,6.2,6.3,7.2,6.3,6,13.2,13.5,13.9,6.5,6.2,9,4.1,1.6,38.3,76.2,72.6,18.3,14.8,49.1,50.9,45.1,54.9,85.1,4.8,0.1,4.8,0,0.2,2.2,318136,O'Brien,Carol,,Carol O'Brien,,,,,,,,,,,,,
GA04,2018,GUILLORY RYAN MR.,Democratic Party,Challenger,120.05,120.05,0,0,0,120.05,0,GA04,2018,765854,47,53,6.7,6.9,7.3,7,6.4,13.6,13.9,13.7,7,6,7.4,2.9,1.1,36.4,74.5,70.8,14.6,11.5,45.7,54.3,42,58,22.2,59.4,0.4,4.9,0.2,0.5,9.4,285964,Guillory,Ryan,Mr.,Ryan Guillory,,,,,,,,,,,,,
CA10,2018,BARKLEY MICHAEL JAMES,Democratic Party,Challenger,46937.78,858.64,0,13673.77,13832.37,1031.34,46139.31,CA10,2018,758005,50,50,6.8,7.7,7.4,7.3,7.1,14.2,12.6,12.8,6.1,5.1,7.6,3.9,1.4,34.6,73.4,69.3,15.7,12.9,49.2,50.8,44.3,55.7,41,3.1,0.3,7.5,0.7,0,44.3,248676,Barkley,Michael,James,Michael Barkley,,,,,,,,,,,,,
WV03,2018,WILLIAMS STEVE,Democratic Party,Open,106892.27,106892.27,0,0,53568.63,53323.64,0,WV03,2018,582846,49.4,50.6,5.5,5.7,5.9,5.9,5.7,11.1,12.3,12.7,6.9,7.9,12.3,5.8,2.2,43.2,79.4,75.9,24.8,20.3,48.5,51.5,45.1,54.9,92.7,4.3,0.1,0.4,0,0.3,0.8,300805,Williams,Steve,,Steve Williams,,,,,,,,,,,,,
MT01,2018,ROSENDALE MATT*,Republican Party,Challenger,2055983,1645357,273534,32831,1423032.5,639163,284026,MT01,2018,1050493,50.1,49.9,5.8,6.1,6.2,6.2,6.7,12.6,11.9,11.7,6.9,7.6,10.9,5.2,2,40,78.1,74.2,22.4,18.1,50,50,48.2,51.8,86.3,0.4,5.9,0.7,0.1,0.1,3.7,510408,Rosendale,Matt*,,Matt* Rosendale,,,,,,,,,,,,,
NC10,2018,BLANKENSHIP SETH BRADEN,Republican Party,Challenger,6812,3602,0,3200,6537,218,0,NC10,2018,760410,48,52,5.3,5.3,6.4,6.7,6.2,12,12,14.3,7,6.6,10.9,4.9,2.4,41.9,78.8,75.1,22.2,18.2,47.5,52.5,43.3,56.7,76.9,11.9,0.2,1.8,0.1,0.2,6.6,345300,Blankenship,Seth,Braden,Seth Blankenship,,,,,,,,,,,,,
GA07,2018,REILLY STEVEN M.,Democratic Party,Challenger,47342.66,38126.56,0,9216.1,45886.03,1456.63,0,GA07,2018,807492,49.3,50.7,6.8,7.5,8,7.3,6.1,12.6,15.8,15.3,5.7,4.8,6.4,3.1,0.7,36.1,73,69.4,12.9,10.2,48.4,51.6,42.8,57.2,43.3,19.6,0.2,14.1,0,0.4,20,276835,Reilly,Steven,M.,Steven Reilly,,,,,,,,,,,,,
OH02,2018,EDWARDS HAROLD JAMES III,Democratic Party,Challenger,3198.52,3198.52,0,0,3020.32,178.2,0,OH02,2018,728153,48.8,51.2,6.1,6.2,6.2,5.8,5.5,13.7,12.3,13.3,7,7.2,9.8,4.9,2.1,40.1,77.7,74.9,20.9,16.7,48,52,44.6,55.4,84.8,8.8,0.2,1.5,0,0.2,2,325777,Edwards,Harold,James Iii,Harold Edwards,,,,,,,,,,,,,
NY04,2018,BENNO AMEER,Republican Party,Challenger,30266,10266,0,20000,3908.32,26357.68,20000,NY04,2018,728807,48.4,51.6,5.7,5.7,5.9,6.6,7.1,12.3,12,14,7,7.2,9,5,2.5,40.6,78.8,74.6,20.2,16.5,48,52,42.6,57.4,55.6,14,0.2,7,0,0.5,21.3,249426,Benno,Ameer,,Ameer Benno,,,,,,,,,,,,,
TN06,2018,HEFFERNAN PETER,Democratic Party,Open,23000,3000,0,20000,800.56,22199.44,20000,TN06,2018,772984,49.1,50.9,5.8,6.2,6.6,6.6,5.7,12,12.1,14.1,6.8,6.7,10.6,5.2,1.7,40.7,77.5,73.6,21.6,17.5,48.7,51.3,44.7,55.3,88.1,4.4,0.4,1,0.1,0,4.5,327388,Heffernan,Peter,,Peter Heffernan,,,,,,,,,,,,,
NY19,2018,NEAL DIANE,Other,Challenger,60116.6,7551,0,52565.6,43349.42,17019.44,52748.38,NY19,2018,700975,50.1,49.9,4.6,5,5.4,7,6.3,10.9,10.9,14.3,8,7.9,11.7,5.7,2.3,44.9,81.3,76.8,24.1,19.7,49.7,50.3,46.2,53.8,83.8,4.3,0.1,1.8,0,0.1,7.7,367150,Neal,Diane,,Diane Neal,,,,,,,,,,,,,
NM01,2018,LARA DAMIAN,Democratic Party,Open,477093.98,132458.03,0,344635.88,473839.04,3254.94,332500,NM01,2018,696688,48.8,51.2,5.6,5.5,6.7,6.3,6.4,14.2,12.9,12.4,7.1,6.7,10,4.7,1.6,38.6,78.4,74.8,19.9,16.2,48.3,51.7,44.2,55.8,39.9,2.4,3.7,2.1,0,0.1,49.9,305319,Lara,Damian,,Damian Lara,,,,,,,,,,,,,
VA08,2018,BEYER DONALD STERNOFF HONORABLE JR.,Democratic Party,Incumbent,1587480.65,1037378.34,542488.75,0,1410186.11,905112.74,0,VA08,2018,801609,49.7,50.3,7,5.6,5.5,4.6,5.7,19.6,16.7,13.2,5.7,5,7,3.2,1.2,36.1,79.1,76.8,14.4,11.4,49.4,50.6,45.9,54.1,51.3,14.6,0.1,10.9,0.1,0.1,19.4,339854,Beyer,Donald,Sternoff Honorable Jr.,Donald Beyer,,,,,,,,,,,,,
CA36,2018,HASSETT DOUGLAS,Republican Party,Challenger,12884.37,11297,0,1490,11137.05,1747.32,1240,CA36,2018,737403,49.6,50.4,5.4,5.4,6.1,5.7,5.6,11.6,11.9,12.1,7.2,7.1,11.9,7.4,2.6,43.7,79.3,76.3,26,21.9,49.4,50.6,47.2,52.8,41.3,4,1,3.8,0.1,0.2,48,373348,Hassett,Douglas,,Douglas Hassett,,,,,,,,,,,,,
MI11,2018,HABERMAN DANIEL,Democratic Party,Open,265790.29,165790.29,0,0,265787.69,2.6,81121.86,MI11,2018,727901,49.1,50.9,5.2,5.4,6.7,6.6,5.7,11.8,12.5,14.9,8,7,9.5,4.8,1.9,42,78.4,75.2,20,16.2,48.2,51.8,43.7,56.3,78.7,5.5,0.3,10.4,0,0.1,3,304194,Haberman,Daniel,,Daniel Haberman,,,,,,,,,,,,,
NV04,2018,ANZALONE JOHN ANTHONY DR.,Democratic Party,Open,115934.44,61780.5,0,50240,72442.68,-7217.02,6000,NV04,2018,753060,50.4,49.6,7.2,7.2,7.1,6.5,6,13.6,13.5,12.5,6.3,5.5,9.3,4,1.1,36.7,74.2,70.9,17.7,14.4,49.6,50.4,48.3,51.7,43.9,14.5,0.8,6.2,0.5,0.3,30.5,286326,Anzalone,John,Anthony Dr.,John Anzalone,,,,,,,,,,,,,
UT02,2018,SNOW MISTY K,Democratic Party,Challenger,7726.74,4647.67,0,0,7685.28,41.46,0,UT02,2018,765809,50.4,49.6,7.7,8.1,7.4,7.5,7.3,15.5,13.3,10.4,5.1,4.7,7.7,3.7,1.5,32.7,72.3,68,15.6,13,50.1,49.9,46.6,53.4,76.3,1.1,0.9,2.5,1.2,0.2,15.7,294071,Snow,Misty,K,Misty Snow,,,,,,,,,,,,,
CA49,2018,MARYOTT BRIAN,Republican Party,Open,759870.05,52178,0,700050,750351.93,9518.12,700000,CA49,2018,747350,51.1,48.9,6.1,6.2,6.4,7,6.9,11.8,12.4,14.5,6.8,5.9,9.2,4.6,2.1,39.5,77.5,73.2,19.4,16,50.3,49.7,42.8,57.2,57.9,2.4,0.2,7.9,0.2,0.1,28.2,285539,Maryott,Brian,,Brian Maryott,,,,,,,,,,,,,
VA04,2018,FENTY SHION,Republican Party,Challenger,13287.75,10587.97,0,2699.78,13079.79,207.96,2611.8,VA04,2018,771899,48.3,51.7,5.9,5.7,6.2,6.5,7.1,15.4,12.5,13.1,7,6.3,9,4.1,1.4,37.5,78.8,74.1,18,14.5,47.7,52.3,42.8,57.2,48.1,40.7,0.2,1.9,0,0.4,5.7,315213,Fenty,Shion,,Shion Fenty,,,,,,,,,,,,,
SC05,2018,BLESDOE DVM WILLIAM D,Republican Party,Challenger,10000,0,0,10000,10000,0,9353,SC05,2018,718465,48.5,51.5,6,6.1,7,6.7,5.9,12.1,12.7,13.7,6.5,6.6,10.7,4.8,1.4,40.1,77,73,20.5,16.8,47.8,52.2,44.2,55.8,66,26.1,0.3,1.2,0,0.2,4.3,309847,Blesdoe,Dvm,William D,Dvm Blesdoe,,,,,,,,,,,,,
MD06,2018,HEARSEY CHRIS,Democratic Party,Open,70058.05,32433.43,24.62,31500,69098.26,959.79,31500,MD06,2018,779616,50.2,49.8,6.3,6.2,6.2,6.4,6.2,12.8,13.4,14.9,7.4,5.8,8.4,4.2,1.8,38.9,77.1,73.7,17.4,14.3,49.9,50.1,44.6,55.4,57.1,12.2,0.2,11.8,0,0.2,15.1,302546,Hearsey,Chris,,Chris Hearsey,,,,,,,,,,,,,
NY25,2018,MAXWELL JAMES T. DR,Republican Party,Challenger,697708.23,204578,18442,470000,173316.48,524391.75,470000,NY25,2018,719033,48.1,51.9,5.4,5.7,5.9,6.9,6.9,14,11.5,13.1,7,6.8,9.6,5,2.3,38.9,79.3,74.8,20.5,16.9,47.5,52.5,42.9,57.1,69.4,14.8,0.1,4,0,0.2,9.1,318019,Maxwell,James,T. Dr,James Maxwell,,,,,,,,,,,,,
VA02,2018,BROWN SHAUN DENISE,Democratic Party,Challenger,716268.76,4663.34,0,711605.42,716754.32,18.98,5380,VA02,2018,741514,50.4,49.6,6.1,6,5.8,5.9,9,15.9,12.1,12.2,6.3,6.4,8.4,4.4,1.6,36.1,78.7,74.6,17.9,14.4,49.9,50.1,43.9,56.1,62.3,19,0.2,5.5,0.1,0.3,8.3,312546,Brown,Shaun,Denise,Shaun Brown,,,,,,,,,,,,,
FL27,2018,PEIRO MARIA M,Republican Party,Open,15501.32,6455.49,0,8870,14938.4,562.92,24293.85,FL27,2018,755809,48.3,51.7,5.6,4.7,4.8,5.2,5.4,14.7,13.7,14.9,6.9,5.8,9.4,5.5,3.3,42.1,81.7,78.8,21.7,18.3,47.9,52.1,41.5,58.5,20.1,4.2,0.1,1.4,0,0.2,73.2,337651,Peiro,Maria,M,Maria Peiro,,,,,,,,,,,,,
CT05,2018,GLASSMAN MARY,Democratic Party,Open,380174.78,367174.78,10300,2700,109945.19,270229.59,27385.43,CT05,2018,718295,48.8,51.2,5.2,5.3,5.9,6,5.9,12.7,12.2,14.3,7.9,7.3,9.9,4.9,2.5,42.4,79.9,76.4,21.3,17.3,48.6,51.4,43.9,56.1,67.1,7.2,0.1,4.2,0,0.8,18.9,312211,Glassman,Mary,,Mary Glassman,,,,,,,,,,,,,
TX32,2018,SALERNO LILLIAN,Democratic Party,Challenger,698945.72,662536.62,19000,17409.1,681804.02,17141.7,0,TX32,2018,763452,49.4,50.6,7,5.5,6.4,6.3,6.5,16.6,13.3,13.3,6.9,5.3,8,3.3,1.7,36.4,77.2,73.7,16,13,48.8,51.2,43.4,56.6,48.6,14.7,0.2,8.3,0,0.5,25.5,319208,Salerno,Lillian,,Lillian Salerno,,,,,,,,,,,,,
AZ05,2018,MENOR SCOTT A,Democratic Party,Open,4644,617,0,4027,7831.96,-3187.96,4000,AZ05,2018,822497,48.8,51.2,6.3,7.2,8,7.2,4.6,12.1,13.8,13.3,6,4.9,9.4,5.3,1.9,38,73.7,70.3,19.7,16.6,47.4,52.6,44.2,55.8,70.6,3,0.9,4.3,0.1,0.1,18.3,335679,Menor,Scott,A,Scott Menor,,,,,,,,,,,,,
UT03,2018,HERROD CHRISTOPHER NILES,Republican Party,Challenger,259379.22,240184.59,18500,-4305.37,255189.48,0,0,UT03,2018,767012,50.1,49.9,7.7,8.4,8.5,8.9,11.2,13.3,12.2,10.1,4.7,4.6,6.2,3,1.2,28.4,70.2,64.5,12.9,10.3,49.6,50.4,46.6,53.4,83,0.4,1.3,2,0.6,0.1,10.8,251297,Herrod,Christopher,Niles,Christopher Herrod,,,,,,,,,,,,,
TX05,2018,CAMPBELL DANIEL C MR.,Republican Party,Open,3775,3775,0,0,1552.99,-14.1,0,TX05,2018,769579,50.2,49.8,7.1,7.3,8.2,6.7,6.3,13.2,13.4,13.1,6,5.7,7.5,4.1,1.5,36.1,73.2,69.3,16.2,13.1,50.4,49.6,43.9,56.1,52.2,14.1,0.4,2.5,0,0.2,29.3,295080,Campbell,Daniel,C Mr.,Daniel Campbell,,,,,,,,,,,,,
OH04,2018,MACKEY ANDREW R.,Democratic Party,Challenger,1982.79,1676,0,306.79,1982.66,0,0,OH04,2018,710603,49.6,50.4,5.6,5.8,6.7,6.9,6,11.9,11.9,13.4,7.3,6.9,10.1,5.2,2.3,40.8,77.6,73.6,21.4,17.5,49.1,50.9,44.3,55.7,87.4,5,0.2,0.8,0.1,0.1,3.8,312495,Mackey,Andrew,R.,Andrew Mackey,,,,,,,,,,,,,
NY01,2018,DIMASI ELAINE DR. PHD,Democratic Party,Challenger,104203.6,83929.11,0,20202.81,100540.89,3662.71,71.68,NY01,2018,718652,49.9,50.1,4.9,5.3,5.8,7,6.9,11.1,11.3,15.6,7.7,6.7,10.1,5.3,2.4,42.7,79.9,75.6,21.5,17.7,49.4,50.6,43.7,56.3,74.8,4.7,0.2,3.8,0,0.5,14.8,310760,Dimasi,Elaine,Dr. Phd,Elaine Dimasi,,,,,,,,,,,,,
TX36,2018,POWELL JONATHAN A,Democratic Party,Challenger,85489.36,51804.04,0,29685.32,82216.12,3651.25,20000,TX36,2018,742474,49.8,50.2,6.5,6.6,6.8,6.9,5.9,13.8,12.6,13.5,7,6.1,9.1,4,1.3,37.8,75.9,72,18,14.3,49.5,50.5,46.3,53.7,62.1,9.3,0.7,1.9,0,0.1,24.8,307859,Powell,Jonathan,A,Jonathan Powell,,,,,,,,,,,,,
SC04,2018,FURAY GUY V MR.,Other,Open,7000,7000,0,0,8920.51,-1920.51,0,SC04,2018,731886,48.4,51.6,6.2,6.2,6.6,6.6,6.6,13.7,12.7,13.1,6.4,6.3,9.4,4.5,1.7,38.2,77.1,73.1,19.3,15.6,47.8,52.2,43.6,56.4,68.2,17.6,0.1,2.5,0.6,0.2,8.2,307921,Furay,Guy,V Mr.,Guy Furay,,,,,,,,,,,,,
MN08,2018,NOLAN RICHARD M.*,Other,Incumbent,752962.52,250458.89,467528.48,0,782661.82,151375.96,0,MN08,2018,667310,50.8,49.2,5.6,5.8,6.3,6.2,6.2,10.9,11.3,12.5,7.9,7.6,11.5,5.7,2.6,42.8,78.8,74.6,24.5,19.8,50.4,49.6,47.3,52.7,91.6,1.1,2.4,0.8,0,0,1.8,377738,Nolan,Richard,M.*,Richard Nolan,,,,,,,,,,,,,
FL27,2018,HAGGMAN MATTHEW W,Democratic Party,Open,1343680.19,1335227.97,0,8100,598111.78,745568.41,0,FL27,2018,755809,48.3,51.7,5.6,4.7,4.8,5.2,5.4,14.7,13.7,14.9,6.9,5.8,9.4,5.5,3.3,42.1,81.7,78.8,21.7,18.3,47.9,52.1,41.5,58.5,20.1,4.2,0.1,1.4,0,0.2,73.2,337651,Haggman,Matthew,W,Matthew Haggman,,,,,,,,,,,,,
PA10,2018,KEELER JONATHAN DAVID MR.,Democratic Party,Challenger,200,0,0,200,200,0,0,PA10,2018,694398,50.1,49.9,4.9,5,6.8,6.9,5.7,10.8,10.6,13.8,7.8,7.3,11.5,5.9,2.9,44.3,79.4,75.1,24.3,20.2,49.5,50.5,46.4,53.6,89.5,3.3,0.2,1.1,0,0.1,4.4,349392,Keeler,Jonathan,David Mr.,Jonathan Keeler,,,,,,,,,,,,,
TX07,2018,WESTIN JASON,Democratic Party,Challenger,620740.3,523786.46,12000,80953.84,614483.94,6256.36,75365,TX07,2018,800081,50.1,49.9,7.3,7.3,8.3,5.9,5.8,16.3,15.8,12.3,5.3,5.1,6.5,2.8,1.4,34.5,73.2,70.5,13.7,10.7,49,51,46.2,53.8,41.8,14.1,0.4,11.1,0,0.2,30.4,333055,Westin,Jason,,Jason Westin,,,,,,,,,,,,,
WA08,2018,DAS MONA,Democratic Party,Open,91647.69,90528.7,0,1118.99,91647.69,0,0,WA08,2018,757166,50.5,49.5,6.8,7.3,6.7,6.8,5.9,12.4,14.1,13.8,7.2,6.3,7.7,3.6,1.4,37.6,74.9,70.9,16.1,12.7,50.1,49.9,46.5,53.5,69.4,2.4,0.7,9.6,0.8,0.3,12.1,297606,Das,Mona,,Mona Das,,,,,,,,,,,,,
AZ02,2018,MARQUEZ PETERSON LEA,Republican Party,Open,707389.85,651089,25500,30800,198321.91,509067.94,30800,AZ02,2018,720429,49.5,50.5,5.8,6,5.1,5.4,7.5,12.8,10.8,11.6,6.2,7,12.2,6.8,2.8,41.4,79.7,76.1,26,21.8,49.1,50.9,46,54,60.5,3.7,1.1,3.2,0.2,0.1,28.9,350528,Marquez,Peterson,Lea,Peterson Marquez,,,,,,,,,,,,,
MI07,2018,WALBERG TIMOTHY L REP,Republican Party,Incumbent,1530941.77,731064.58,789841.63,0,528197.67,1153955.21,0,MI07,2018,701645,50.1,49.9,5.4,5.6,6.4,6.7,5.9,11.8,11.4,13.9,7.8,7.3,10.5,5.2,2.1,42.3,78.4,74.8,22,17.8,49.8,50.2,45.5,54.5,87.5,4.1,0.4,1,0,0.2,4.7,306537,Walberg,Timothy,L Rep,Timothy Walberg,,,,,,,,,,,,,
TX02,2018,BRYAN PAT,Democratic Party,Open,1192.88,1192.88,0,0,855,2.88,11558.31,TX02,2018,772262,50.1,49.9,6.7,6.2,6.5,6.3,6.8,15.6,14.2,13.4,6.2,6.2,7.6,3.3,1.1,36.1,76.5,73,15.7,12,49.4,50.6,45.4,54.6,45.2,11.7,0.2,7.9,0.1,0.5,32.1,307492,Bryan,Pat,,Pat Bryan,,,,,,,,,,,,,
CA10,2018,MADUENO VIRGINIA,Democratic Party,Challenger,355179.26,313776.7,29000,12402.56,324736.34,30442.92,10000,CA10,2018,758005,50,50,6.8,7.7,7.4,7.3,7.1,14.2,12.6,12.8,6.1,5.1,7.6,3.9,1.4,34.6,73.4,69.3,15.7,12.9,49.2,50.8,44.3,55.7,41,3.1,0.3,7.5,0.7,0,44.3,248676,Madueno,Virginia,,Virginia Madueno,,,,,,,,,,,,,
CA10,2018,VAUGHN SETH MICHAEL,Democratic Party,Challenger,969.85,552.43,0,417.42,969.85,0,0,CA10,2018,758005,50,50,6.8,7.7,7.4,7.3,7.1,14.2,12.6,12.8,6.1,5.1,7.6,3.9,1.4,34.6,73.4,69.3,15.7,12.9,49.2,50.8,44.3,55.7,41,3.1,0.3,7.5,0.7,0,44.3,248676,Vaughn,Seth,Michael,Seth Vaughn,,,,,,,,,,,,,
CA29,2018,BERNAL BENITO BENNY,Republican Party,Challenger,3800,600,0,3200,3768,80,2700,CA29,2018,713745,49.8,50.2,6.2,6.3,6.3,6.5,7.5,16.7,14.7,12.9,6.6,5.1,6.8,3,1.4,35.3,77.2,73.3,14.2,11.2,49.8,50.2,42.4,57.6,19.7,3.6,0.1,7.1,0,0.3,68.1,223806,Bernal,Benito,Benny,Benito Bernal,,,,,,,,,,,,,
FL27,2018,JOLI MAYRA,Other,Open,63294.7,22404,0,40400.7,61345.4,1949.3,0,FL27,2018,755809,48.3,51.7,5.6,4.7,4.8,5.2,5.4,14.7,13.7,14.9,6.9,5.8,9.4,5.5,3.3,42.1,81.7,78.8,21.7,18.3,47.9,52.1,41.5,58.5,20.1,4.2,0.1,1.4,0,0.2,73.2,337651,Joli,Mayra,,Mayra Joli,,,,,,,,,,,,,
FL09,2018,BUCHAN SEAN ALAN,Republican Party,Challenger,950,200,0,750,950,0,0,FL09,2018,868945,49.1,50.9,6.1,5.9,7.1,6.8,6.4,13.5,13.7,12.9,5.9,5.2,9.5,5.2,1.6,38.3,76.6,72.9,19.6,16.4,48.7,51.3,45,55,40.6,11.8,0.2,2.8,0.1,0.4,42,362699,Buchan,Sean,Alan,Sean Buchan,,,,,,,,,,,,,
TX01,2018,GOHMERT LOUIS B. MR. JR.,Republican Party,Incumbent,674022.32,607557.88,65880,0,592216.76,103813.53,0,TX01,2018,717376,48.9,51.1,6.6,6.7,7.2,7.8,6.4,12.5,11.8,11.8,6.3,6.1,9.6,5.4,1.9,37.2,75.5,70.3,20.7,16.9,48.2,51.8,45,55,61.5,17.4,0.2,1.3,0.1,0.2,17.9,308558,Gohmert,Louis,B. Mr. Jr.,Louis Gohmert,,,,,,,,,,,,,
MN02,2018,CRAIG ANGELA DAWN,Democratic Party,Challenger,2122277.22,1425243.95,345935.51,27580.21,577473.09,1557306.78,200000,MN02,2018,705074,49.8,50.2,6.3,6.8,7.7,7,5.5,12.8,13.4,14.2,7.2,6.1,7.9,3.8,1.5,37.5,74.9,71.2,16.7,13.2,48.9,51.1,44.5,55.5,80.6,5.1,0.3,4.9,0,0.1,6.3,272142,Craig,Angela,Dawn,Angela Craig,,,,,,,,,,,,,
MD01,2018,GALBRAITH ALLISON MS.,Democratic Party,Challenger,107062,106610,0,452,79898.87,27163.13,350,MD01,2018,734002,49.5,50.5,5,5.8,6.5,6.7,6.1,11.5,10.9,14.2,7.7,7.1,10.7,5.7,2,42.6,78.7,74.6,22.3,18.4,48.6,51.4,45.4,54.6,79.5,11.8,0.1,1.8,0,0,4.1,341183,Galbraith,Allison,Ms.,Allison Galbraith,,,,,,,,,,,,,
CT02,2018,COURTNEY JOSEPH D,Democratic Party,Incumbent,839714.01,377546.72,445525,0,405708.68,1056927.81,0,CT02,2018,705217,49.8,50.2,4.3,4.6,5.8,7.4,8.1,11.7,10.7,15,7.9,6.8,10.1,5.2,2.3,42.6,81.4,76.1,21.8,17.7,49.4,50.6,45.2,54.8,81.5,3.5,0.4,3.3,0,0.2,8.5,308487,Courtney,Joseph,D,Joseph Courtney,,,,,,,,,,,,,
WV03,2018,PHILLIPS RUPERT WILSON JR.,Republican Party,Open,284462.45,264056,17700,1906.45,284462.45,0,1906.45,WV03,2018,582846,49.4,50.6,5.5,5.7,5.9,5.9,5.7,11.1,12.3,12.7,6.9,7.9,12.3,5.8,2.2,43.2,79.4,75.9,24.8,20.3,48.5,51.5,45.1,54.9,92.7,4.3,0.1,0.4,0,0.3,0.8,300805,Phillips,Rupert,Wilson Jr.,Rupert Phillips,,,,,,,,,,,,,
ID01,2018,HENDERSON NICHOLAS,Republican Party,Open,1937.45,1937.45,0,0,701.4,685,0,ID01,2018,890052,50,50,6.3,6.5,7.8,7.2,5.8,12.1,12.5,12.2,6.7,6.5,10.2,4.5,1.8,38.2,75,71.1,20,16.5,49.4,50.6,46.6,53.4,83.6,0.6,1.2,1.2,0.1,0.1,10.6,374309,Henderson,Nicholas,,Nicholas Henderson,,,,,,,,,,,,,
TX10,2018,HARRIS MATT,Democratic Party,Challenger,5115,5115,0,0,911.23,4203.77,0,TX10,2018,846261,49.7,50.3,7.4,7.2,7.5,6.2,5.7,15.7,14.8,12.3,5.5,6.2,7.2,3,1.2,35.2,74.1,70.6,15.1,11.5,48.8,51.2,42.9,57.1,52,10.2,0.2,6.3,0,0.2,29.1,332201,Harris,Matt,,Matt Harris,,,,,,,,,,,,,
IL12,2018,BEQUETTE DAVID ALLAN,Democratic Party,Challenger,14684.25,14681,0,3,14684.25,0,0,IL12,2018,695178,49.7,50.3,6,6.1,6.3,6.5,6.3,13.1,12.2,12.9,7.3,6.7,9.7,4.9,2.1,39.5,78.1,73.8,20.4,16.7,49.1,50.9,43.9,56.1,75.3,16.8,0.1,1,0,0.3,3.7,323763,Bequette,David,Allan,David Bequette,,,,,,,,,,,,,
IL16,2018,MARTER JAMES THOMAS,Republican Party,Challenger,63460.98,20024,0,43275.4,62184.51,1276.47,35437.46,IL16,2018,690420,49.5,50.5,5.6,5.6,6.6,6.7,6.9,12.2,11.9,13.1,7.1,6.8,10,5.1,2.5,40.3,78.2,74,21.6,17.6,49.3,50.7,45,55,82.9,3.7,0.1,1.3,0,0.1,9.9,300697,Marter,James,Thomas,James Marter,,,,,,,,,,,,,
IN06,2018,LAMB JONATHAN M.,Republican Party,Open,868142.41,46931.15,75,820000,867726.31,416.1,470000,IN06,2018,720147,49.5,50.5,5.7,5.7,6.5,7.1,7.3,11.6,11.7,13.6,7.2,6.5,9.8,5.1,2.1,40.3,77.9,73.2,20.8,17.1,48.8,51.2,44.6,55.4,91.4,2.6,0.2,1.4,0,0.1,2.7,316397,Lamb,Jonathan,M.,Jonathan Lamb,,,,,,,,,,,,,
CA12,2018,JAFFE STEPHEN R,Democratic Party,Challenger,102388,82084.09,4954.9,0,100864.58,1071.02,40207.98,CA12,2018,774736,51.1,48.9,4.6,3,3.8,3,5.4,24.3,16.1,13.5,5.8,5.5,8.4,4.2,2.5,38.2,86.8,84.9,18.5,15.1,51.3,48.7,44.8,55.2,42.2,5.2,0.2,32.4,0.4,0.6,14.8,363178,Jaffe,Stephen,R,Stephen Jaffe,,,,,,,,,,,,,
GA07,2018,DAVIS MELISSA,Democratic Party,Challenger,66192.42,45092.42,0,21100,66192.42,0,21100,GA07,2018,807492,49.3,50.7,6.8,7.5,8,7.3,6.1,12.6,15.8,15.3,5.7,4.8,6.4,3.1,0.7,36.1,73,69.4,12.9,10.2,48.4,51.6,42.8,57.2,43.3,19.6,0.2,14.1,0,0.4,20,276835,Davis,Melissa,,Melissa Davis,,,,,,,,,,,,,
NY01,2018,VILORIA-FISHER VIVIAN M,Democratic Party,Challenger,281131.39,94415.07,1500,165216.3,267039.1,14092.29,69325,NY01,2018,718652,49.9,50.1,4.9,5.3,5.8,7,6.9,11.1,11.3,15.6,7.7,6.7,10.1,5.3,2.4,42.7,79.9,75.6,21.5,17.7,49.4,50.6,43.7,56.3,74.8,4.7,0.2,3.8,0,0.5,14.8,310760,Viloria-Fisher,Vivian,M,Vivian Viloria-Fisher,,,,,,,,,,,,,
CA26,2018,SKELTON SHANE JOHN,Republican Party,Challenger,61357.6,56170,4000,1187.6,61357.6,0,0,CA26,2018,732091,49.4,50.6,6.2,6.4,7,6.5,7,13.2,12.7,13,7.2,5.8,8.8,4.1,2.1,38,76.5,72.6,18.4,15,49.1,50.9,44.9,55.1,42.6,1.7,0.3,6.7,0.1,0.1,45.8,247105,Skelton,Shane,John,Shane Skelton,,,,,,,,,,,,,
